artist_slug,production_artist_id,local_artist_id,artist_name,entity_type,status,popular,popularity_rank,artline_artist_url,current_aliases,current_birth_year,current_death_year,current_date_display,current_country_codes,current_country_relationships,geography_review_state,has_biography,current_authority_ids,current_source_urls,artworks,paintings,no_primary_image,no_displayable_image,paintings_no_displayable_image,research_gaps,proposed_name,proposed_country_codes,country_evidence_url,country_evidence_fact,proposed_birth_year,proposed_death_year,date_evidence_url,proposed_artist_authority_url,proposed_artist_source_url,research_outcome,research_notes,checked_at
camille-pissarro-q134741,e25feb90-9e7b-4a81-92e2-37b85fa09dbe,e25feb90-9e7b-4a81-92e2-37b85fa09dbe,Camille Pissarro,person,review,true,56,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/camille-pissarro-q134741,"[""Camille-Abraham-Jacob Pissarro"",""Camille Jacob Pissaro"",""Camille Jacob Pissarro"",""Camillo Pissarro"",""C. Pissaro"",""C. Pissarro"",""Jacob-Abraham-Camille Pissarro"",""Pissaro""]",1830,1903,1830–1903,FR,"[{""country_code"":""FR"",""relationship_type"":""active"",""is_primary"":true},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1791"",""url"":""""},{""scheme"":""smk-person"",""id"":""1414_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS3574""},{""scheme"":""tate-person"",""id"":""1776"",""url"":""https://www.tate.org.uk/art/artists/camille-pissarro-1776""},{""scheme"":""walters-person"",""id"":""5751"",""url"":""https://purl.thewalters.org/art/37.1989""},{""scheme"":""wikidata"",""id"":""Q134741"",""url"":""https://www.wikidata.org/wiki/Q134741""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS3574"",""https://pantheon.world/profile/person/Camille_Pissarro"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.nationalgallery.org.uk/artists/camille-pissarro"",""https://www.pop.culture.gouv.fr/notice/joconde/09940004616"",""https://www.tate.org.uk/art/artists/camille-pissarro-1776"",""https://www.wikidata.org/wiki/Q134741""]",222,89,57,57,29,,,,,,,,,,,,,
henri-de-toulouse-lautrec-q82445,e33dfedb-9e89-4b5e-9685-27151dbf5a6e,e33dfedb-9e89-4b5e-9685-27151dbf5a6e,Henri de Toulouse-Lautrec,person,review,true,47,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/henri-de-toulouse-lautrec-q82445,"[""Anri de Tuluz-Lotrek"",""De Lautrec"",""For Toulouse-Lautrec see Lautrec"",""H. de Toulouse-Lautrec"",""H. de Toulouse Lautrev"",""henri de toulouse lauterec"",""Henri de Toulouse- Lautrec"",""Henri Marie Raymond De Toulouse-Lautrec"",""Henri Marie Raymond de Toulouse- Lautrec Monfa"",""Henri-Marie-Raymond de Toulouse-Lautrec Montfa"",""Henri Marie Raymond de Toulouse-Monfa Lautrec Monfa"",""Henri Marie Raymond Toulouse-Lautrec"",""Henri Raymond de Toulouse-Lautrec-Monfa"",""henri toulouse lautrec"",""Henry de Toulouse-Lautrec"",""Henry Toulouse-Lautrec"",""h. toulouse lautrec"",""Lautrec"",""lautrec toulouse"",""toulouse lautrec"",""Treclau""]",1864,1901,1864–1901,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1935"",""url"":""""},{""scheme"":""tate-person"",""id"":""2058"",""url"":""https://www.tate.org.uk/art/artists/henri-de-toulouse-lautrec-2058""},{""scheme"":""wikidata"",""id"":""Q82445"",""url"":""https://www.wikidata.org/wiki/Q82445""}]","[""https://pantheon.world/profile/person/Henri_de_Toulouse-Lautrec"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.tate.org.uk/art/artists/henri-de-toulouse-lautrec-2058"",""https://www.wikidata.org/wiki/Q82445""]",730,34,355,355,8,,,,,,,,,,,,,
pietro-perugino-q5827,e4cb6720-d3e3-4a5a-96ee-d9fa62e7c3c8,e4cb6720-d3e3-4a5a-96ee-d9fa62e7c3c8,Pietro Perugino,person,review,true,75,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/pietro-perugino-q5827,"[""B. Perugino"",""Called, Pietro Perugino Pietro Vannucci"",""dit Le Perrugin Pietro Vannuci"",""il Perugino"",""Le Pérugin"",""Pedro Perassimo"",""Pedro perchino q fue Maesttro de Rafael"",""Pedro Peresino"",""Pedro Perosino"",""Pedro Perugeno"",""Pedro Peruggino"",""Pedro Perugino"",""Pedro Perujeno"",""Pedro Perusino"",""Peragino"",""Perigiano"",""Perogini"",""Perosini"",""Perrigino"",""Perrugin"",""Perrugino"",""Perucini"",""Perucino"",""Perufino"",""Perugenio"",""Peruggi"",""Peruggini"",""Peruggino"",""Perugi"",""Perugin"",""Perugini"",""Perugino"",""Perujeno"",""Peruzino"",""Petero Perigino"",""Peter Perusine"",""petro perogino"",""Petro Perugino"",""Petro Poricino"",""Piero Perugino"",""Pierre Perrugin"",""Pierre Pérugin"",""Pierre Perugino"",""Piet. Perugino"",""Pietre Perrugin"",""Pietre Perugin"",""Pietre Perusien"",""Pietro berugini"",""Pietro Berugino"",""Pietro da Perugia"",""Pietro di Cristoforo di Vannucci"",""Pietro di Cristoforo di Vannucci Perugino"",""Pietro di Cristoforo Vannucci"",""Pietro di Cristoforo Vannucci (il Perugino)"",""Pietro Di Cristoforo Vanucci Perugino"",""Pietro Perosini"",""Pietro Peruccino"",""Pietro Peruggino"",""Pietro Pérugin"",""Pietro Perugini"",""Pietro Perugini Maestro di Raffaelle"",""pietro perugino vanucci"",""Pietro Peruzino"",""Pietro Vannucci"",""Pietro Vannucci detto il Perugino"",""Pietro Vannucci Perugino"",""Pietro Veruggini"",""P. Pegrino"",""P. Peregino"",""P. Perigino"",""P. Perrugin"",""P. Perugeno"",""P. Perugin"",""P. Perugino"",""P. Puregino"",""Vannucci""]",1446,1523,1446–1523,,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""nga-constituent"",""id"":""1778"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q5827"",""url"":""https://www.wikidata.org/wiki/Q5827""}]","[""https://pantheon.world/profile/person/Pietro_Perugino"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q5827""]",11,10,5,5,5,country,,IT,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,"Official NGA constituent 1778, Pietro Perugino, Wikidata Q5827: nationality = Italian; displaydate = Umbrian, c. 1450 - 1523. Preserve the Umbrian display label alongside nationality Italian. Do not use the National Gallery phrase living 1469 as a birth date.",,,,,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,verified_metadata_only,Country evidence researched. Additional museum paintings were sought in the NGA objects dataset and checked against the complete supplied active/archived index and redirects. See duplicate_check_audit.csv.,2026-09-15T19:16:49.818984Z
pablo-picasso-q5593,e4f3ea2c-5b6a-4db8-ab4d-d0043633a5c6,e4f3ea2c-5b6a-4db8-ab4d-d0043633a5c6,Pablo Picasso,person,review,true,4,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/pablo-picasso-q5593,"[""Pablo Diego José Francisco de Paula Juan Nepomuceno Cipriano de la Santísima Trinidad Ruiz Picasso"",""Pablo Diego José Francisco de Paula Juan Nepomuceno Crispín Cipriano de la Santísima Trinidad María de los Remedios Alarcón y Herrera Ruiz Picasso"",""Pablo Diego José Francisco de Paula Juan Nepomuceno Crispín Crispiniano de la Santísima Trinidad María de los Remedios Alarcón y Herrera Ruiz Picasso"",""Pablo Diego José Francisco de Paula Juan Nepomuceno Crispín Crispiniano de la Santissima Trinidad Ruiz Blasco Picasso"",""Pablo Ruiz"",""Pablo Ruiz y Picasso"",""Pablo Ruys"",""Pablo Ruys Picasso"",""P. Picasso""]",1881,1973,1881–1973,ES,"[{""country_code"":""ES"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""ES"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""4609"",""url"":""https://www.moma.org/collection/works/78427""},{""scheme"":""nga-constituent"",""id"":""1783"",""url"":""""},{""scheme"":""smk-person"",""id"":""1429_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMSr92""},{""scheme"":""tate-person"",""id"":""1767"",""url"":""https://www.tate.org.uk/art/artists/pablo-picasso-1767""},{""scheme"":""wikidata"",""id"":""Q5593"",""url"":""https://www.wikidata.org/wiki/Q5593""}]","[""https://api.smk.dk/api/v1/art?object_number=KMSr92"",""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Pablo_Picasso"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/50430000540"",""https://www.tate.org.uk/art/artists/pablo-picasso-1767"",""https://www.wikidata.org/wiki/Q5593""]",3497,370,3497,3497,370,,,,,,,,,,,,,
claude-monet,e96261e8-e784-4830-b29e-8380f34cc6af,e96261e8-e784-4830-b29e-8380f34cc6af,Claude Monet,person,review,true,10,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/claude-monet,"[""Claude Jean Monet"",""claude oscar monet"",""Cl. Monet"",""C. Monet"",""Klod Mone"",""Monet"",""monet c."",""monet claude"",""Oscar-Claude Monet""]",1840,1926,1840–1926,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":true}]",classified,false,"[{""scheme"":""moma-person"",""id"":""4058"",""url"":""https://www.moma.org/collection/works/79922""},{""scheme"":""nga-constituent"",""id"":""1726"",""url"":""""},{""scheme"":""tate-person"",""id"":""1652"",""url"":""https://www.tate.org.uk/art/artists/claude-monet-1652""},{""scheme"":""wikidata"",""id"":""Q296"",""url"":""https://www.wikidata.org/wiki/Q296""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Claude_Monet"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79922"",""https://www.musee-orsay.fr/en/ressources/artists-personalities-catalog/claude-monet-1840-1926"",""https://www.pop.culture.gouv.fr/notice/joconde/07290021551"",""https://www.pop.culture.gouv.fr/notice/joconde/M5060000059"",""https://www.tate.org.uk/art/artists/claude-monet-1652"",""https://www.wikidata.org/wiki/Q296""]",403,350,298,298,255,,,,,,,,,,,,,
jean-auguste-dominique-ingres-q23380,ebcb60be-229d-426e-9859-b9f49d629bdf,ebcb60be-229d-426e-9859-b9f49d629bdf,Jean-Auguste-Dominique Ingres,person,review,true,20,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/jean-auguste-dominique-ingres-q23380,"[""Dominique Ingres"",""Ingres"",""ingres jean-auguste"",""ingres jean auguste dominique"",""j.a.d. ingres"",""JAD Ingres"",""J.-August Ingres"",""jean aug. d. ingres"",""Jean aug. dom. ingres"",""Jean August Dominique Ingres"",""Jean-Auguste Dominique Ingres"",""Jean Auguste Ingres"",""Jean Dominique Auguste Ingres"",""Jean-Dominique Ingres"",""Jean Ingres"",""Zhan Ogi︠u︡st Dominik Ėngr""]",1780,1867,1780–1867,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1411"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q23380"",""url"":""https://www.wikidata.org/wiki/Q23380""}]","[""https://pantheon.world/profile/person/Jean-Auguste-Dominique_Ingres"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE001521"",""https://www.pop.culture.gouv.fr/notice/joconde/07290021191"",""https://www.wikidata.org/wiki/Q23380""]",3359,66,3272,3272,42,,,,,,,,,,,,,
leonardo-da-vinci,f2432918-bd0d-47df-9aff-644d72e7ca91,f2432918-bd0d-47df-9aff-644d72e7ca91,Leonardo da Vinci,person,review,true,1,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/leonardo-da-vinci,[],1452,1519,1452–1519,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":true}]",classified,false,"[{""scheme"":""nga-constituent"",""id"":""1479"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q762"",""url"":""https://www.wikidata.org/wiki/Q762""}]","[""https://pantheon.world/profile/person/Leonardo_da_Vinci"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.louvre.fr/en/explore/the-palace/leonardo-da-vinci-at-the-louvre"",""https://www.wikidata.org/wiki/Q762""]",8,3,1,1,1,,,,,,,,,,,,,
jean-baptiste-camille-corot-q148475,f48d4473-9156-478e-b202-3111409f235c,f48d4473-9156-478e-b202-3111409f235c,Jean-Baptiste-Camille Corot,person,review,true,82,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/jean-baptiste-camille-corot-q148475,"[""b. camille corot"",""B. C. Corot"",""Camille Corot"",""camille-j.-b. corot"",""Camille Jean Baptiste Corot"",""c. corot"",""Corot"",""corot camilie-jean-baptiste"",""corot j. b. c."",""corot jean baptiste camille"",""i. b. c. corot"",""j. b. camille corot"",""jbc corot"",""J.B.C. Corot"",""J.-B. Corot"",""jean-bapt. camille corot"",""Jean Bapt. C. Corot"",""Jean Bapt. Corot"",""jean baptist camille corot"",""jean baptist corot"",""Jean-Baptiste Camille Corot"",""Jean Baptiste C. Corot"",""Jean-Baptiste Corot"",""Jean B. Cam. Corot"",""Jean B. C. Corot"",""jean camille corot"",""j. t. P. corot"",""Kamilʹ Koro"",""Kamill Koro"",""Kamill Korot"",""Keluo"",""Pere Corot""]",1796,1875,1796–1875,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""69987"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/612065""},{""scheme"":""nga-constituent"",""id"":""1169"",""url"":""""},{""scheme"":""rijks-person"",""id"":""2102186"",""url"":""https://id.rijksmuseum.nl/20028451""},{""scheme"":""smk-person"",""id"":""1390_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS1804""},{""scheme"":""wikidata"",""id"":""Q148475"",""url"":""https://www.wikidata.org/wiki/Q148475""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS1804"",""https://kokoelma.kansallisgalleria.fi/en/object/612065"",""https://pantheon.world/profile/person/Jean-Baptiste-Camille_Corot"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE000659"",""https://www.pop.culture.gouv.fr/notice/joconde/07290022827"",""https://www.wikidata.org/wiki/Q148475""]",450,163,227,227,86,,,,,,,,,,,,,
piero-della-francesca-q5822,f76779bf-1a7a-463e-8e48-3c8bca072436,f76779bf-1a7a-463e-8e48-3c8bca072436,Piero della Francesca,person,review,true,65,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/piero-della-francesca-q5822,"[""Dei Franceschi"",""della Francesca Piero"",""P. della Francesca"",""P'ero"",""Piero"",""Piero de' Franceschi"",""Piero dei Franceschi"",""Piero Della Francesca"",""Piero della Francesco"",""Pietro dei Franceschi"",""Pietro della Francesca"",""Pietro di Benedetto dei Franceschi"",""Pietro di Benedetto di Pietro de' Franceschi"",""Pietro di Benedetto di Pietro della Francesca"",""Pistro della Francesca""]",1415,1492,1415–1492,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""wikidata"",""id"":""Q5822"",""url"":""https://www.wikidata.org/wiki/Q5822""}]","[""https://en.wikipedia.org/wiki/Piero_della_Francesca"",""https://pantheon.world/profile/person/Piero_della_Francesca"",""https://www.wikidata.org/wiki/Q5822""]",4,4,2,2,2,,,,,,,,,,,,,
frans-hals-q167654,f86317d4-5561-4543-acee-55869f60a0ee,f86317d4-5561-4543-acee-55869f60a0ee,Frans Hals,person,review,true,72,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/frans-hals-q167654,"[""F. Hal"",""F. Hall"",""F. Halls"",""F. Hals"",""Fra. Hales"",""Franakhale"",""Francalse"",""France Halls"",""France Halts"",""France Hauls"",""Francesco Half"",""Francesco Ilals"",""Franc Haals"",""Franc. Hall"",""Franc. Halls"",""Franchals"",""Franç. Hals"",""Franc. Halst"",""Franciscus Hals"",""Francis Hales"",""Francis Halls"",""Francis Hals"",""Francis Halse"",""Franck Halls"",""Franck Hals"",""François Haals"",""François Hall"",""Francois Hals"",""Francs Hals"",""Franc Walls"",""Franhalls"",""Fran. Halls"",""Fran. Hals"",""Fran. Halse"",""Frankals"",""Frank Hal"",""Frank Hall"",""Frank Halle"",""Frankhalls"",""Frank Halls"",""Frank Hals"",""Frank Hauls"",""Franks Hals"",""Frans d. Ae. Hals"",""Frans Franchoisz Hals"",""Frans Hal"",""Franshalce"",""Frans Hales"",""Frans Hall"",""Franshalls"",""Frans Halls"",""Franshals"",""frans hals der altere"",""Frans Halse"",""Frans Hals (I)"",""Frans Halst"",""Frans Hals the Elder"",""Frans Hasl"",""Frans Hauls"",""Frans (I) Hals"",""Frans Khalʹs"",""Franszhalsz"",""Frantszhalsz"",""Frantsz halsz"",""Frantz Hal"",""Frantz Hals"",""Franz Halls"",""Franz Hals"",""Franz Haltz"",""Fr. Hale"",""Fr. Hall"",""Fr. Halls"",""Fr. Hals"",""Haal"",""Halls"",""Hals"",""hals f."",""Hals François"",""hals frans"",""Mr. Hales"",""Ouden Hals"",""T. Hals""]",1582,1666,1582–1666,NL,"[{""country_code"":""BE"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""NL"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1369"",""url"":""""},{""scheme"":""rijks-person"",""id"":""2102576"",""url"":""https://id.rijksmuseum.nl/200109346""},{""scheme"":""wikidata"",""id"":""Q167654"",""url"":""https://www.wikidata.org/wiki/Q167654""}]","[""https://id.rijksmuseum.nl/200109346"",""https://pantheon.world/profile/person/Frans_Hals"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q167654""]",37,34,6,6,3,,,,,,,,,,,,,
gustav-klimt-q34661,fa1857a5-e3d7-4811-8e40-09bea7508a5d,fa1857a5-e3d7-4811-8e40-09bea7508a5d,Gustav Klimt,person,review,true,26,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/gustav-klimt-q34661,"[""G. Klimt"",""Gustave Klimt"",""Gust. Klimt"",""Klimt""]",1862,1918,1862–1918,AT,"[{""country_code"":""AT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""AT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""3147"",""url"":""https://www.moma.org/collection/works/79792""},{""scheme"":""nga-constituent"",""id"":""1437"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q34661"",""url"":""https://www.wikidata.org/wiki/Q34661""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Gustav_Klimt"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79792"",""https://www.wikidata.org/wiki/Q34661""]",24,7,4,4,3,,,,,,,,,,,,,
giotto,ffb5dac8-4b23-44af-a59c-e225e8547c1b,ffb5dac8-4b23-44af-a59c-e225e8547c1b,Giotto di Bondone,person,review,true,23,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/giotto,"[""Ambrogio Bondone"",""Ambrogio Bondone Giotto"",""Ambrogio di Bondone"",""Ambrogio di Bondone Giotto"",""Angelus de, detto Giotto Bondonis"",""di Bondone Giotto"",""Dzhiotto"",""Dzhotto di Bondone"",""Giott`e"",""Giottè"",""Giotti"",""Giotto da Vespignano"",""Giotto de Bondone"",""Giotto Di Bondone"",""Giotto Fiorentino"",""L. di Giotto"",""Le Giotto""]",1265,1337,c. 1265–1337,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":true}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1342"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q7814"",""url"":""https://www.wikidata.org/wiki/Q7814""}]","[""https://cappelladegliscrovegni.it/index.php/en/la-cappella-di-giotto"",""https://pantheon.world/profile/person/Giotto"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.nationalgallery.org.uk/artists/giotto"",""https://www.wikidata.org/wiki/Q7814""]",19,2,7,7,0,,,,,,,,,,,,,
